Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
4.0,1.2,1175.0,0
8.1,8.1,50.0,1
0.1,7.9,2050.0,0
0.7,6.7,200.0,0
8.1,2.1,100.0,0
5.3,7.0,1350.0,1
0.8,1.2,50.0,0
0.1,3.4,1575.0,1
8.1,3.1,1275.0,0
4.6,3.7,2050.0,0
0.2,0.1,1000.0,1
4.6,0.6,225.0,0
0.3,3.7,675.0,1
1.8,6.4,1375.0,0
3.8,8.1,50.0,1
7.0,0.4,950.0,0
2.1,3.9,50.0,1
3.7,4.1,1325.0,0
8.1,6.1,1275.0,0
5.5,3.2,50.0,1
0.1,6.6,850.0,0
2.3,0.3,550.0,0
1.7,2.4,1125.0,1
0.1,5.4,1975.0,0
6.1,4.6,1300.0,1
0.1,8.1,1450.0,1
6.9,0.4,350.0,0
6.0,2.3,1225.0,1
2.8,6.1,50.0,1
7.2,8.1,1325.0,1
3.4,8.1,1325.0,0
1.1,4.5,1175.0,0
